time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-13T12:54:29.577Z,38.1665,-117.8524,8.1,2.5,ml,28,48.21,0.016,0.1341,nn,nn00783140,2020-11-16T21:28:33.184Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.31,13,reviewed,nn,nn
2020-11-13T12:37:32.718Z,61.5069,-149.7193,29.5,2.6,ml,,,,0.64,ak,ak020em49k94,2020-11-13T17:44:57.837Z,"5 km N of Knik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-11-13T12:36:36.131Z,60.2159,-151.1121,28.4,3.3,ml,,,,1.27,ak,ak020em49cv3,2020-11-13T12:40:25.188Z,"Kenai Peninsula, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-13T12:30:45.078Z,38.1659,-117.864,5.1,3,ml,27,37.34,0.007,0.1257,nn,nn00783119,2020-11-14T02:27:54.816Z,"32 km SE of Mina, Nevada",earthquake,,0.6,0.21,13,reviewed,nn,nn
2020-11-13T11:55:01.550Z,44.3775,-115.1251,9.68,2.5,ml,,110,0.945,0.56,us,us7000cedn,2020-11-14T00:26:59.520Z,"23 km NW of Stanley, Idaho",earthquake,3.3,10.5,0.097,14,reviewed,us,us
2020-11-13T11:32:48.171Z,38.1894,-117.7536,10.5,3.1,ml,30,57.95,0.039,0.1322,nn,nn00783078,2020-11-14T02:27:52.085Z,"38 km SE of Mina, Nevada",earthquake,,0.6,0.21,14,reviewed,nn,nn
2020-11-13T11:30:43.120Z,44.3665,-115.1798333,5.93,2.57,ml,9,82,0.928,0.16,mb,mb80474959,2020-11-13T17:53:58.750Z,"25 km NW of Stanley, Idaho",earthquake,0.45,1.17,0.153,12,reviewed,mb,mb
2020-11-13T11:20:34.987Z,53.2479,-160.3802,10,3.8,mb,,224,1.653,0.54,us,us7000cedq,2020-11-13T12:20:34.040Z,"232 km S of Sand Point, Alaska",earthquake,5.9,2,0.12,18,reviewed,us,us
2020-11-13T11:18:41.112Z,38.1631,-117.8627,5.9,2.8,ml,25,48.07,0.007,0.1242,nn,nn00783058,2020-11-14T02:27:35.451Z,"33 km SE of Mina, Nevada",earthquake,,0.8,0.31,10,reviewed,nn,nn
2020-11-13T11:15:05.831Z,21.9243,121.8217,10,4.5,mb,,143,1.123,0.73,us,us7000ced2,2020-11-13T11:32:15.040Z,"111 km E of Hengchun, Taiwan",earthquake,7.4,2,0.091,36,reviewed,us,us
2020-11-13T10:54:32.812Z,44.3643,-115.1759,17.49,4.3,ml,,64,0.931,0.27,us,us7000cecl,2020-11-15T20:55:12.537Z,"25 km NW of Stanley, Idaho",earthquake,2.3,10.2,0.031,141,reviewed,us,us
2020-11-13T10:52:59.755Z,44.3635,-115.1699,10,2.7,ml,,82,0.935,0.61,us,us7000ceia,2020-11-16T10:07:03.575Z,"24 km NW of Stanley, Idaho",earthquake,1.9,2,0.091,16,reviewed,us,us
2020-11-13T10:42:54.575Z,38.1666,-117.8657,5.2,2.7,ml,31,43.05,0.006,0.1306,nn,nn00783023,2020-11-14T02:27:26.005Z,"32 km SE of Mina, Nevada",earthquake,,0.6,0.33,14,reviewed,nn,nn
2020-11-13T10:30:17.047Z,38.1592,-117.8634,4.5,2.8,ml,35,47.88,0.007,0.1452,nn,nn00783011,2020-11-13T22:40:06.835Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.47,18,reviewed,nn,nn
2020-11-13T09:53:23.295Z,28.4077,-100.3143,5,3.4,mb_lg,,193,0.815,0.52,us,us7000ceb9,2020-11-13T10:15:30.161Z,"11 km S of El Indio, Texas",earthquake,7,2,0.05,109,reviewed,us,us
2020-11-13T09:41:12.809Z,38.1574,-117.8694,4.7,2.8,ml,20,47.82,0.002,0.1266,nn,nn00782967,2020-11-14T07:06:38.040Z,"33 km SE of Mina, Nevada",earthquake,,0.7,0.34,8,reviewed,nn,nn
2020-11-13T09:39:58.669Z,38.1661,-117.8305,7.3,2.5,ml,26,53.44,0.033,0.1128,nn,nn00782963,2020-11-14T20:00:08.938Z,"34 km SE of Mina, Nevada",earthquake,,0.6,0.25,11,reviewed,nn,nn
2020-11-13T09:32:54.763Z,38.1666,-117.8385,5.3,3.4,ml,7,124.17,0.026,0.1008,nn,nn00783280,2020-11-14T06:41:51.040Z,"34 km SE of Mina, Nevada",earthquake,,1.4,0.43,6,reviewed,nn,nn
2020-11-13T09:32:50.167Z,38.1568,-117.867,4.7,3.4,ml,18,49.7,0.004,0.108,nn,nn00782956,2020-11-13T16:44:52.573Z,"33 km SE of Mina, Nevada",earthquake,,0.7,0.19,8,reviewed,nn,nn
2020-11-13T09:29:24.412Z,38.1718,-117.7965,10.1,4.3,ml,34,57.21,0.06,0.1644,nn,nn00782950,2020-11-14T18:45:50.871Z,"36 km SE of Mina, Nevada",earthquake,,0.7,0.25,15,reviewed,nn,nn
2020-11-13T09:20:59.570Z,62.1073,-149.5885,19.9,2.7,ml,,,,0.96,ak,ak020em2doff,2020-11-14T06:29:47.040Z,"14 km ESE of Susitna North, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-13T09:16:49.718Z,39.6828,74.5334,53.05,4.5,mb,,59,2.021,0.71,us,us7000ceag,2020-11-13T10:20:22.040Z,"127 km W of Kashgar, China",earthquake,6.8,7.9,0.096,32,reviewed,us,us
2020-11-13T09:15:32.089Z,38.163,-117.8628,5.6,4.3,ml,19,95.18,0.007,0.1131,nn,nn00782946,2020-11-14T09:17:07.796Z,"33 km SE of Mina, Nevada",earthquake,,0.7,0.26,6,reviewed,nn,nn
2020-11-13T09:13:51.862Z,38.1693,-117.8533,4.8,5.3,ml,34,38.45,0.016,0.1165,nn,nn00782942,2020-11-18T04:01:35.886Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.23,13,reviewed,nn,nn
2020-11-13T09:12:43.707Z,-53.1761,160.0551,10,5.7,mww,,83,1.476,0.92,us,us7000ceaa,2020-11-14T09:17:13.278Z,"Macquarie Island region",earthquake,8.7,1.9,0.078,16,reviewed,us,us
2020-11-13T08:19:28.440Z,54.2804,-159.6491,29.87,3.5,ml,,208,0.552,0.8,us,us7000cej7,2020-11-14T05:31:34.529Z,"129 km SSE of Sand Point, Alaska",earthquake,6.4,12.8,0.06,36,reviewed,us,us
2020-11-13T07:47:29.846Z,5.1259,-82.7094,10,4.5,mb,,156,3.319,0.85,us,us7000ce8e,2020-11-13T08:00:32.040Z,"south of Panama",earthquake,8.6,1.9,0.099,30,reviewed,us,us
2020-11-13T07:31:56.083Z,25.069,123.557,10,4.9,mww,,49,0.777,0.84,us,us7000ce85,2020-11-13T07:49:25.040Z,"87 km NE of Yonakuni, Japan",earthquake,6.2,1.9,0.075,17,reviewed,us,us
2020-11-13T06:41:39.634Z,24.9916,123.4621,10,4.9,mb,,99,0.663,0.94,us,us7000ce7t,2020-11-13T07:10:45.040Z,"74 km NE of Yonakuni, Japan",earthquake,4.8,1.9,0.091,38,reviewed,us,us
2020-11-13T06:35:59.686Z,25.0018,123.5213,10,4.3,mb,,133,1.837,0.59,us,us7000ce7s,2020-11-13T07:54:17.040Z,"79 km NE of Yonakuni, Japan",earthquake,8.4,1.9,0.133,16,reviewed,us,us
2020-11-13T05:56:53.180Z,33.1598333,-115.6296667,5.21,2.64,ml,70,25,0.02116,0.23,ci,ci39464071,2020-11-18T05:26:23.802Z,"11km WNW of Calipatria, CA",earthquake,0.19,0.38,0.14,25,reviewed,ci,ci
2020-11-13T05:30:07.605Z,54.1714,-159.669,21.92,4.3,mb,,158,0.662,0.79,us,us7000ce72,2020-11-13T17:24:10.104Z,"140 km SSE of Sand Point, Alaska",earthquake,5.1,6.3,0.142,14,reviewed,us,us
2020-11-13T05:09:52.916Z,55.8429,161.6763,66.64,4.4,mb,,139,3.332,0.53,us,us7000ce6u,2020-11-13T05:41:12.040Z,"65 km SW of Ust’-Kamchatsk Staryy, Russia",earthquake,11,9.5,0.075,51,reviewed,us,us
2020-11-13T04:38:15.299Z,-15.741,-74.5156,68.2,4,mb,,157,4.361,0.56,us,us7000ce68,2020-11-14T22:36:21.040Z,"17 km WNW of Atiquipa, Peru",earthquake,8.5,14.8,0.232,5,reviewed,us,us
2020-11-13T04:35:43.731Z,-49.5935,117.2718,10,5,mb,,80,16.652,0.76,us,us7000ce6a,2020-11-13T04:52:58.040Z,"western Indian-Antarctic Ridge",earthquake,14,1.9,0.113,25,reviewed,us,us
2020-11-13T03:50:36.588Z,52.3746,-170.4869,51.8,3.6,mb,,177,0.576,0.63,us,us7000cg6g,2020-11-18T00:57:49.040Z,"126 km WSW of Nikolski, Alaska",earthquake,8.2,10,0.249,4,reviewed,us,us
2020-11-13T03:44:12.730Z,17.98,-66.8923,12,2.5,md,18,156,0.014,0.17,pr,pr2020318000,2020-11-13T04:23:33.734Z,"Puerto Rico region",earthquake,0.61,0.4,0.09,9,reviewed,pr,pr
2020-11-13T02:59:31.805Z,44.3352,-114.9996,10,2.6,ml,,69,0.88,0.89,us,us7000ce5h,2020-11-13T20:39:19.900Z,"13 km NNW of Stanley, Idaho",earthquake,2.4,2,0.059,38,reviewed,us,us
2020-11-13T02:48:18.109Z,44.347,-115.0186,10,2.7,ml,,67,0.897,0.82,us,us7000ce5a,2020-11-13T21:45:25.590Z,"15 km NNW of Stanley, Idaho",earthquake,2.5,1.4,0.052,48,reviewed,us,us
2020-11-13T02:25:25.435Z,60.1511,-150.9179,57.3,2.9,ml,,,,0.6,ak,ak020ely8n3p,2020-11-13T02:37:18.809Z,"27 km ESE of Clam Gulch, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-11-13T02:22:38.716Z,54.7478,-160.3134,37.92,3.7,mb,,103,0.427,0.6,us,us7000cg6m,2020-11-18T00:37:21.040Z,"66 km S of Sand Point, Alaska",earthquake,4.6,7.8,0.145,12,reviewed,us,us
2020-11-13T02:20:24.214Z,-26.0909,70.5324,10,4.6,mb,,132,9.126,0.78,us,us7000cg6c,2020-11-18T00:15:27.040Z,"Indian Ocean Triple Junction",earthquake,13,1.8,0.223,6,reviewed,us,us
2020-11-13T01:59:57.273Z,-31.7185,-68.8379,110.05,4.3,mb,,84,0.216,1.07,us,us7000ce4u,2020-11-13T02:29:17.040Z,"21 km SSW of Villa Basilio Nievas, Argentina",earthquake,7.5,3.1,0.187,8,reviewed,us,us
2020-11-13T01:07:20.030Z,36.7924995,-121.5220032,6.47,2.83,md,58,46,0.02995,0.17,nc,nc73481116,2020-11-13T16:40:22.853Z,"6km SSE of San Juan Bautista, CA",earthquake,0.22,0.57,0.16,71,automatic,nc,nc
2020-11-13T00:29:01.039Z,-8.9738,-74.8397,46.85,4.8,mb,,109,2.447,0.86,us,us7000ce46,2020-11-13T07:28:22.645Z,"15 km WSW of Tournavista, Peru",earthquake,7.4,8,0.052,115,reviewed,us,us
2020-11-12T20:56:23.298Z,-28.634,-67.8307,186.6,4.4,mb,,110,2.129,1.37,us,us7000ce06,2020-11-17T18:52:53.040Z,"39 km ENE of Vinchina, Argentina",earthquake,8.9,4.9,0.19,8,reviewed,us,us
2020-11-12T20:49:44.080Z,45.9633333333333,-122.075166666667,9.78,2.85,ml,60,41,0.1143,0.15,uw,uw61701151,2020-11-14T11:30:52.461Z,"27 km ENE of Yacolt, Washington",earthquake,0.22,1.42,0.155816978837565,24,reviewed,uw,uw
2020-11-12T20:19:08.967Z,37.0577,71.2864,105.86,4.1,mb,,63,2.456,0.99,us,us7000cdzw,2020-11-17T18:43:20.040Z,"45 km ENE of Jurm, Afghanistan",earthquake,4.7,8.1,0.13,16,reviewed,us,us
2020-11-12T20:11:42.452Z,31.7239,-104.5446,7.69,3.4,ml,,66,0.038,0.36,us,us7000cdzr,2020-11-13T16:12:16.040Z,"52 km SSW of Whites City, New Mexico",earthquake,1.7,1.8,0.039,88,reviewed,us,us
2020-11-12T20:05:21.148Z,64.6961,-162.3438,13,3.1,ml,,,,0.92,ak,ak020eklasvl,2020-11-13T15:37:12.040Z,"9 km NNW of Elim, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-11-12T20:02:05.920Z,-17.2281,168.6001,209.19,4.2,mb,,110,2.221,0.66,us,us7000cg55,2020-11-17T19:18:19.040Z,"63 km NNE of Port-Vila, Vanuatu",earthquake,11.6,6.8,0.158,11,reviewed,us,us
2020-11-12T19:54:12.140Z,21.6073,121.9591,10,4.1,mb,,116,1.454,1.09,us,us7000cg54,2020-11-17T19:06:44.040Z,"128 km N of Basco, Philippines",earthquake,2.8,1.9,0.165,10,reviewed,us,us
2020-11-12T19:52:43.020Z,60.1032,-152.3857,87.6,2.8,ml,,,,0.54,ak,ak020ekkzhli,2020-11-12T23:11:06.040Z,"40 km WNW of Happy Valley, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-12T19:19:48.079Z,4.1224,122.7402,572.87,5.1,mww,,38,3.574,1,us,us7000cdyv,2020-11-17T18:19:39.040Z,"230 km SSE of Tabiauan, Philippines",earthquake,9.3,5.1,0.098,10,reviewed,us,us
2020-11-12T19:18:16.118Z,28.1818,104.7644,34.39,4.7,mb,,41,4.63,0.61,us,us7000cdyw,2020-11-17T18:36:38.040Z,"30 km S of Xunchang, China",earthquake,7.5,4.6,0.072,59,reviewed,us,us
2020-11-12T19:13:08.650Z,17.9473,-66.9613,11,2.72,md,12,212,0.0858,0.12,pr,pr2020317004,2020-11-12T19:48:15.441Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.67,0.38,0.19,9,reviewed,pr,pr
2020-11-12T17:50:38.457Z,60.9148,-151.1912,56.4,3,ml,,,,0.56,ak,ak020ekjs6k2,2020-11-12T22:24:37.040Z,"17 km S of Tyonek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-12T17:11:47.880Z,38.1638,-118.1066,4.7,2.8,ml,30,71.97,0.043,0.1353,nn,nn00782850,2020-11-12T21:55:23.040Z,"25 km S of Mina, Nevada",earthquake,,1.3,0.41,15,reviewed,nn,nn
2020-11-12T16:31:10.869Z,36.53566667,-98.97983333,6.67,2.59,ml,101,52,0,0.2,ok,ok2020wgpr,2020-11-12T19:17:51.040Z,"10 km WSW of Waynoka, Oklahoma",earthquake,,0.2,0.24,30,reviewed,ok,ok
2020-11-12T14:55:31.990Z,34.685,-116.3078333,4.75,2.65,ml,72,32,0.1289,0.15,ci,ci39463231,2020-11-15T16:01:24.040Z,"14km WSW of Ludlow, CA",earthquake,0.09,0.37,0.215,25,reviewed,ci,ci
2020-11-12T14:34:19.802Z,-18.6108,-177.7589,569.82,4.6,mb,,40,4.073,0.72,us,us7000cdtj,2020-11-12T14:53:15.040Z,"Fiji region",earthquake,11.5,6.2,0.036,222,reviewed,us,us
2020-11-12T11:58:15.591Z,15.8628,-94.9836,17.22,4.4,mb,,178,2.768,0.58,us,us7000cdsa,2020-11-13T11:48:23.040Z,"near the coast of Oaxaca, Mexico",earthquake,8.8,11.4,0.096,31,reviewed,us,us
2020-11-12T11:39:39.993Z,54.3645,-159.8811,20.03,3.7,ml,,207,0.497,1.22,us,us7000cdxh,2020-11-13T10:24:46.364Z,"115 km SSE of Sand Point, Alaska",earthquake,6.8,11.6,0.069,28,reviewed,us,us
2020-11-12T11:21:52.765Z,-15.682,-74.5502,52.57,4.3,mb,,148,4.294,0.6,us,us7000cdrv,2020-11-13T07:30:15.810Z,"23 km WNW of Atiquipa, Peru",earthquake,9.7,11.3,0.142,14,reviewed,us,us
2020-11-12T11:13:20.320Z,-12.238,167.2485,259.37,4.9,mb,,64,3.19,0.62,us,us7000cdrq,2020-11-12T11:30:00.040Z,"184 km N of Sola, Vanuatu",earthquake,5.4,7.6,0.045,157,reviewed,us,us
2020-11-12T11:10:05.537Z,-52.6388,28.0838,10,4.9,mb,,63,16.596,0.62,us,us7000cdrr,2020-11-12T11:25:41.040Z,"south of Africa",earthquake,12.7,1.9,0.104,29,reviewed,us,us
2020-11-12T08:43:05.276Z,-4.8127,-77.2501,119.29,4.4,mb,,145,4.242,0.77,us,us7000cdqt,2020-11-13T07:31:15.602Z,"63 km W of Barranca, Peru",earthquake,8.8,9.2,0.06,82,reviewed,us,us
2020-11-12T08:25:47.652Z,40.9668,73.5655,10,4.2,mwr,,84,0.567,0.76,us,us7000cdqh,2020-11-12T09:36:47.040Z,"31 km NE of Uzgen, Kyrgyzstan",earthquake,4,1.9,0.073,18,reviewed,us,us
2020-11-12T08:11:45.650Z,17.9265,-67.1171,9,2.91,md,18,247,0.0803,0.14,pr,pr2020317002,2020-11-18T10:22:44.040Z,"8 km SE of Pole Ojea, Puerto Rico",earthquake,0.65,0.41,0.21,9,reviewed,pr,pr
2020-11-12T07:28:23.096Z,38.1627,-118.1086,4.6,2.9,ml,33,42.38,0.045,0.1369,nn,nn00782794,2020-11-18T10:29:36.040Z,"25 km S of Mina, Nevada",earthquake,,1.6,0.4,17,reviewed,nn,nn
2020-11-12T07:18:27.486Z,10.1895,126.2419,57.96,5.2,mww,,50,3.168,1.01,us,us7000cdq5,2020-11-15T06:42:23.272Z,"29 km NE of Santa Monica, Philippines",earthquake,8.3,5.1,0.063,24,reviewed,us,us
2020-11-12T05:10:14.060Z,17.9585,-66.9488,9,2.52,md,18,192,0.0716,0.15,pr,pr2020317000,2020-11-12T05:29:54.374Z,"4 km WSW of Guánica, Puerto Rico",earthquake,0.51,0.57,0.2,8,reviewed,pr,pr
2020-11-12T03:48:39.951Z,-9.2634,118.1217,73.89,4.9,mb,,60,4.001,0.85,us,us7000cdmn,2020-11-13T02:00:11.040Z,"88 km SSW of Dompu, Indonesia",earthquake,8.8,3.3,0.106,28,reviewed,us,us
2020-11-12T03:21:45.956Z,14.3114,-91.7198,57.69,4.8,mb,,90,0.213,0.95,us,us7000cdmk,2020-11-13T01:58:05.723Z,"20 km E of Champerico, Guatemala",earthquake,4.4,5.3,0.025,485,reviewed,us,us
2020-11-12T03:20:00.063Z,36.5052,70.7625,211.28,4.3,mb,,91,2.41,0.46,us,us7000cdmh,2020-11-13T01:43:42.040Z,"40 km S of Jurm, Afghanistan",earthquake,6.6,9.9,0.122,19,reviewed,us,us
2020-11-12T02:38:33.319Z,27.4695,-111.4635,10,4.2,mb,,185,0.707,0.91,us,us7000cdm4,2020-11-13T01:40:20.040Z,"68 km SW of San Carlos, Mexico",earthquake,5.7,2,0.374,2,reviewed,us,us
2020-11-12T02:06:11.316Z,35.3685,70.8649,140.78,4,mb,,112,1.709,0.88,us,us7000cdlw,2020-11-13T01:35:36.040Z,"7 km SW of Pārūn, Afghanistan",earthquake,7.6,9.1,0.196,7,reviewed,us,us
2020-11-12T02:05:21.770Z,19.3976666666667,-155.257166666667,1.68,3.16,ml,47,53,,0.12,hv,hv72225942,2020-11-13T01:17:46.040Z,"Island of Hawaii, Hawaii",earthquake,0.16,0.14,0.216042690638014,18,reviewed,hv,hv
2020-11-12T01:18:37.844Z,2.6322,125.9662,91.82,4.6,mb,,97,2.318,0.94,us,us7000cdlk,2020-11-13T01:05:58.040Z,"167 km NE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,9.3,7.1,0.084,43,reviewed,us,us
2020-11-12T01:09:23.786Z,59.8952,-148.4601,13.1,2.7,ml,,,,0.96,ak,ak020eka0fgh,2020-11-13T01:03:07.040Z,"31 km SW of Chenega, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-12T00:47:09.668Z,-23.7566,-66.6879,205.41,4,mb,,69,1.587,0.84,us,us7000cdlf,2020-11-18T06:00:02.040Z,"63 km NW of San Antonio de los Cobres, Argentina",earthquake,10,5.5,0.298,3,reviewed,us,us
2020-11-11T23:48:05.930Z,-33.5922,-70.4096,10,3.2,ml,,95,0.129,1.07,us,us7000cdl4,2020-11-12T12:39:46.757Z,"15 km E of Puente Alto, Chile",earthquake,0.9,1.9,0.053,46,reviewed,us,us
2020-11-11T23:26:36.695Z,-22.6127,-179.5359,577.11,4.5,mb,,110,5.346,0.5,us,us7000cfmf,2020-11-18T05:29:21.040Z,"south of the Fiji Islands",earthquake,14.2,10.9,0.101,29,reviewed,us,us
2020-11-11T23:25:04.733Z,9.2775,122.93,10,4.5,mb,,108,3.418,0.87,us,us7000cfmg,2020-11-18T05:22:00.040Z,"5 km E of Alangilan, Philippines",earthquake,5.7,1.9,0.135,16,reviewed,us,us
2020-11-11T23:24:59.990Z,17.9025,-66.8678,14,2.71,md,18,224,0.0735,0.1,pr,pr2020316007,2020-11-11T23:49:32.625Z,"8 km SSE of Maria Antonia, Puerto Rico",earthquake,0.57,0.48,0.18,13,reviewed,pr,pr
2020-11-11T22:54:27.502Z,-5.6054,150.3762,123.52,4.8,mb,,70,2.089,0.9,us,us7000cdku,2020-11-18T04:36:42.040Z,"27 km ESE of Kimbe, Papua New Guinea",earthquake,5.1,7,0.077,52,reviewed,us,us
2020-11-11T22:05:23.578Z,17.9576,-63.0983,86.04,3.3,ml,,96,0.094,0.49,us,us7000cdke,2020-11-12T01:41:41.758Z,"24 km S of Blowing Point Village, Anguilla",earthquake,8.1,5,0.052,49,reviewed,us,us
2020-11-11T22:02:55.411Z,39.0034,-118.8007,0,2.8,ml,16,71.2,0.343,0.1022,nn,nn00782757,2020-11-18T04:23:42.040Z,"5 km N of Schurz, Nevada",earthquake,,0,0.48,6,reviewed,nn,nn
2020-11-11T21:39:59.070Z,17.9595,-66.7583,10,3.14,md,20,184,0.1219,0.11,pr,pr2020316006,2020-11-18T04:21:04.040Z,"5 km SW of Tallaboa, Puerto Rico",earthquake,0.49,0.38,0.1,16,reviewed,pr,pr
2020-11-11T21:35:34.145Z,21.5888,121.9405,10,4.9,mb,,110,1.46,0.68,us,us7000cdjx,2020-11-18T02:33:48.040Z,"126 km N of Basco, Philippines",earthquake,4.5,1.9,0.072,61,reviewed,us,us
2020-11-11T21:33:27.328Z,21.6436,121.8451,10,5,mww,,109,1.366,0.63,us,us7000cdjk,2020-11-18T02:15:52.719Z,"120 km ESE of Hengchun, Taiwan",earthquake,6,1.8,0.066,22,reviewed,us,us
2020-11-11T20:48:32.980Z,36.8045006,-121.5313339,6.42,2.96,md,64,45,0.02638,0.16,nc,nc73480556,2020-11-12T19:11:57.040Z,"5km S of San Juan Bautista, CA",earthquake,0.22,0.52,0.15,84,automatic,nc,nc
2020-11-11T20:36:12.428Z,-29.9821,-71.5664,38.26,4.2,mb,,92,0.291,0.67,us,us7000cdip,2020-11-17T16:45:49.775Z,"22 km W of Coquimbo, Chile",earthquake,3.3,6.9,0.263,4,reviewed,us,us
2020-11-11T20:28:05.240Z,17.8865,-66.8675,13,2.93,md,21,234,0.0894,0.13,pr,pr2020316005,2020-11-12T18:57:47.040Z,"10 km SSE of Guánica, Puerto Rico",earthquake,0.61,0.37,0.16,17,reviewed,pr,pr
2020-11-11T20:26:59.420Z,36.8055,-121.536,6.9,3.3,ml,107,37,0.02916,0.17,nc,nc73480551,2020-11-17T16:36:25.040Z,"4km S of San Juan Bautista, CA",earthquake,0.14,0.35,0.148,72,reviewed,nc,nc
2020-11-11T19:50:24.650Z,19.3915,-155.247333333333,1.77,3.12,ml,24,67,,0.09,hv,hv72225552,2020-11-17T16:30:43.040Z,"5 km SSW of Volcano, Hawaii",earthquake,0.15,0.19,0.153596191910771,16,reviewed,hv,hv
2020-11-11T18:48:45.339Z,0.3276,121.6317,144.22,4.6,mb,,45,1.152,1.01,us,us7000cdgx,2020-11-17T15:56:40.040Z,"160 km W of Gorontalo, Indonesia",earthquake,7.2,3,0.085,41,reviewed,us,us
2020-11-11T18:41:43.213Z,-48.998,108.2972,10,4.5,mb,,83,20.77,0.79,us,us7000cfmh,2020-11-17T17:51:02.040Z,"southeast Indian Ridge",earthquake,13.5,1.8,0.118,21,reviewed,us,us
2020-11-11T18:12:34.354Z,-17.2844,168.3383,214.26,4.4,mb,,67,2.127,0.65,us,us7000cfmd,2020-11-17T17:42:06.040Z,"50 km N of Port-Vila, Vanuatu",earthquake,8.7,5.7,0.19,8,reviewed,us,us
2020-11-11T17:27:41.760Z,17.9748,-66.8828,8,3.36,md,20,179,0.0036,0.14,pr,pr2020316004,2020-11-11T21:48:33.160Z,"0 km ESE of Maria Antonia, Puerto Rico",earthquake,0.31,0.42,0.2,12,reviewed,pr,pr
2020-11-11T17:17:49.235Z,-18.8467,-175.5096,211.63,4.3,mb,,87,5.287,0.84,us,us7000cfma,2020-11-17T17:11:43.040Z,"161 km NW of Pangai, Tonga",earthquake,10.6,6.3,0.109,24,reviewed,us,us
2020-11-11T17:07:27.200Z,9.1573,126.4005,63.05,4.4,mb,,128,2.227,0.93,us,us7000cfm9,2020-11-17T16:51:45.040Z,"23 km ENE of Tandag, Philippines",earthquake,10.9,7,0.117,21,reviewed,us,us
2020-11-11T16:41:11.122Z,-5.3058,152.0157,50.6,4.5,mb,,71,0.992,0.63,us,us7000cfm8,2020-11-18T04:41:52.040Z,"110 km SSW of Kokopo, Papua New Guinea",earthquake,10.8,6.8,0.111,24,reviewed,us,us
2020-11-11T16:24:48.495Z,-16.7931,-173.2583,32.02,4.3,mb,,128,3.201,1.22,us,us7000cfme,2020-11-18T04:28:05.040Z,"Tonga",earthquake,6.3,8.3,0.154,12,reviewed,us,us
2020-11-11T15:40:43.031Z,5.392,126.4447,38.08,4.9,mww,,54,1.875,1.03,us,us7000cdez,2020-11-18T04:22:56.040Z,"106 km ESE of Caburan, Philippines",earthquake,7,4.7,0.089,12,reviewed,us,us
2020-11-11T14:56:24.090Z,28.9439,47.7158,10,4.6,mb,,86,3.069,1.15,us,us7000cdef,2020-11-12T12:20:33.407Z,"38 km WSW of Al Aḩmadī, Kuwait",earthquake,8.2,1.9,0.094,34,reviewed,us,us
2020-11-11T14:49:20.054Z,36.444,71.2598,237.4,4.2,mb,,75,2.622,0.97,us,us7000cde9,2020-11-18T09:55:11.040Z,"36 km SW of Ashkāsham, Afghanistan",earthquake,6.8,6.3,0.093,32,reviewed,us,us
2020-11-11T14:25:14.577Z,41.6846,20.6539,10.95,4.9,mb,,19,1.277,0.89,us,us7000cddw,2020-11-12T08:28:42.468Z,"9 km NNE of Rostusa, North Macedonia",earthquake,6,4.4,0.052,116,reviewed,us,us
2020-11-11T14:15:38.333Z,-10.6755,161.6401,85.49,4.7,mb,,47,2.07,0.68,us,us7000cddx,2020-11-18T10:10:36.040Z,"39 km SW of Kirakira, Solomon Islands",earthquake,8.8,7.3,0.068,66,reviewed,us,us
2020-11-11T12:50:14.900Z,17.9818,-66.7338,10,2.53,md,11,175,0.1414,0.11,pr,pr2020316003,2020-11-11T13:11:44.764Z,"2 km SW of Tallaboa, Puerto Rico",earthquake,0.48,0.34,0.17,7,reviewed,pr,pr
2020-11-11T10:59:37.597Z,41.6294,20.7004,10,3.8,mwr,,36,1.337,0.71,us,us7000cdcg,2020-11-11T21:45:16.604Z,"8 km ENE of Rostusa, North Macedonia",earthquake,5.1,1.9,0.089,12,reviewed,us,us
2020-11-11T10:09:07.803Z,44.4855,-115.2027,10,2.9,ml,,63,1.084,1.13,us,us7000cdc3,2020-11-11T14:34:58.480Z,"36 km NW of Stanley, Idaho",earthquake,3.4,2,0.05,52,reviewed,us,us
2020-11-11T09:33:14.001Z,44.4893,-115.1924,10,3,ml,,64,0.829,1.04,us,us7000cdbt,2020-11-11T14:59:04.710Z,"36 km NW of Stanley, Idaho",earthquake,3.3,2,0.042,74,reviewed,us,us
2020-11-11T09:15:16.790Z,17.9443,-66.9513,14,2.83,md,12,217,0.0784,0.16,pr,pr2020316001,2020-11-11T09:35:46.550Z,"5 km WSW of Guánica, Puerto Rico",earthquake,0.73,0.51,0.25,6,reviewed,pr,pr
